Date,Close,name,id
1973-02-22,7.381868362426758,SEB,0
1973-02-23,7.493720054626465,SEB,1
1973-02-26,7.381868362426758,SEB,2
1973-02-27,7.381868362426758,SEB,3
1973-02-28,7.270024299621582,SEB,4
1973-03-01,7.158178329467773,SEB,5
1973-03-02,7.381868362426758,SEB,6
1973-03-05,7.381868362426758,SEB,7
1973-03-06,7.381868362426758,SEB,8
1973-03-07,7.381868362426758,SEB,9
1973-03-08,7.829257965087891,SEB,10
1973-03-09,7.381868362426758,SEB,11
1973-03-12,7.381868362426758,SEB,12
1973-03-13,7.381868362426758,SEB,13
1973-03-14,7.381868362426758,SEB,14
1973-03-15,7.381868362426758,SEB,15
1973-03-16,7.381868362426758,SEB,16
1973-03-19,7.381868362426758,SEB,17
1973-03-20,7.381868362426758,SEB,18
1973-03-21,7.381868362426758,SEB,19
1973-03-22,7.381868362426758,SEB,20
1973-03-23,7.381868362426758,SEB,21
1973-03-26,7.270024299621582,SEB,22
1973-03-27,7.046332359313965,SEB,23
1973-03-28,7.046332359313965,SEB,24
1973-03-29,7.046332359313965,SEB,25
1973-03-30,7.046332359313965,SEB,26
1973-04-02,7.046332359313965,SEB,27
1973-04-03,7.046332359313965,SEB,28
1973-04-04,7.046332359313965,SEB,29
1973-04-05,7.270024299621582,SEB,30
1973-04-06,7.270024299621582,SEB,31
1973-04-09,7.270024299621582,SEB,32
1973-04-10,7.270024299621582,SEB,33
1973-04-11,7.270024299621582,SEB,34
1973-04-12,7.270024299621582,SEB,35
1973-04-13,7.270024299621582,SEB,36
1973-04-16,7.270024299621582,SEB,37
1973-04-17,7.493720054626465,SEB,38
1973-04-18,7.493720054626465,SEB,39
1973-04-19,7.270024299621582,SEB,40
1973-04-23,7.270024299621582,SEB,41
1973-04-24,7.270024299621582,SEB,42
1973-04-25,7.270024299621582,SEB,43
1973-04-26,7.381868362426758,SEB,44
1973-04-27,7.381868362426758,SEB,45
1973-04-30,7.381868362426758,SEB,46
1973-05-01,7.493720054626465,SEB,47
1973-05-02,7.381868362426758,SEB,48
1973-05-03,7.381868362426758,SEB,49
1973-05-04,7.381868362426758,SEB,50
1973-05-07,7.270024299621582,SEB,51
1973-05-08,7.270024299621582,SEB,52
1973-05-09,7.270024299621582,SEB,53
1973-05-10,7.270024299621582,SEB,54
1973-05-11,7.158178329467773,SEB,55
1973-05-14,7.158178329467773,SEB,56
1973-05-15,7.158178329467773,SEB,57
1973-05-16,6.934484481811523,SEB,58
1973-05-17,6.934484481811523,SEB,59
1973-05-18,6.934484481811523,SEB,60
1973-05-21,6.934484481811523,SEB,61
1973-05-22,6.710791110992432,SEB,62
1973-05-23,6.710791110992432,SEB,63
1973-05-24,6.710791110992432,SEB,64
1973-05-25,6.934484481811523,SEB,65
1973-05-29,6.934484481811523,SEB,66
1973-05-30,6.934484481811523,SEB,67
1973-05-31,6.934484481811523,SEB,68
1973-06-01,6.934484481811523,SEB,69
1973-06-04,6.934484481811523,SEB,70
1973-06-05,6.934484481811523,SEB,71
1973-06-06,6.934484481811523,SEB,72
1973-06-07,6.934484481811523,SEB,73
1973-06-08,6.934484481811523,SEB,74
1973-06-11,6.934484481811523,SEB,75
1973-06-12,6.934484481811523,SEB,76
1973-06-13,6.822638511657715,SEB,77
1973-06-14,6.822638511657715,SEB,78
1973-06-15,6.598944664001465,SEB,79
1973-06-18,6.598944664001465,SEB,80
1973-06-19,6.487100601196289,SEB,81
1973-06-20,6.487100601196289,SEB,82
1973-06-21,6.487100601196289,SEB,83
1973-06-22,6.487100601196289,SEB,84
1973-06-25,6.26340389251709,SEB,85
1973-06-26,6.26340389251709,SEB,86
1973-06-27,6.26340389251709,SEB,87
1973-06-28,6.26340389251709,SEB,88
1973-06-29,6.26340389251709,SEB,89
1973-07-02,6.26340389251709,SEB,90
1973-07-03,6.26340389251709,SEB,91
1973-07-05,6.26340389251709,SEB,92
1973-07-06,6.26340389251709,SEB,93
1973-07-09,6.151562690734863,SEB,94
1973-07-10,6.151562690734863,SEB,95
1973-07-11,6.26340389251709,SEB,96
1973-07-12,6.26340389251709,SEB,97
1973-07-13,6.26340389251709,SEB,98
1973-07-16,6.26340389251709,SEB,99
1973-07-17,6.26340389251709,SEB,100
1973-07-18,6.26340389251709,SEB,101
1973-07-19,6.487100601196289,SEB,102
1973-07-20,6.487100601196289,SEB,103
1973-07-23,6.487100601196289,SEB,104
1973-07-24,6.487100601196289,SEB,105
1973-07-25,6.487100601196289,SEB,106
1973-07-26,6.487100601196289,SEB,107
1973-07-27,6.487100601196289,SEB,108
1973-07-30,6.598944664001465,SEB,109
1973-07-31,6.710791110992432,SEB,110
